year,jurisdiction,code,occupation,group,experience,deployment,displacement,reinstatement,netChange,employmentIndex,yoyChange,hiringChange
2029,United Kingdom,UK,Radiology & diagnostics,Healthcare,Lead / Executive,0.71203,0.00395,0.00792,0.00398,100.39751,0.0021,0.03005
2030,United Kingdom,UK,Radiology & diagnostics,Healthcare,Lead / Executive,0.80894,0.00449,0.01077,0.00628,100.62845,0.0023,0.03299
2026,Canada,CA,Radiology & diagnostics,Healthcare,Lead / Executive,0.20074,0.00119,0.00121,0.00002,100.00182,0.00006,0.00084
2027,Canada,CA,Radiology & diagnostics,Healthcare,Lead / Executive,0.34658,0.00205,0.0024,0.00035,100.03489,0.00033,0.00472
2028,Canada,CA,Radiology & diagnostics,Healthcare,Lead / Executive,0.51964,0.00308,0.0044,0.00132,100.1317,0.00097,0.01383
2029,Canada,CA,Radiology & diagnostics,Healthcare,Lead / Executive,0.67388,0.00399,0.0071,0.0031,100.31016,0.00178,0.02549
2030,Canada,CA,Radiology & diagnostics,Healthcare,Lead / Executive,0.78002,0.00462,0.00987,0.00525,100.52507,0.00214,0.0307
2026,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Lead / Executive,0.17156,0.00097,0.00099,0.00002,100.00182,0.00005,0.00069
2027,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Lead / Executive,0.31516,0.00178,0.00212,0.00034,100.034,0.00032,0.0046
2028,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Lead / Executive,0.49072,0.00277,0.00416,0.00139,100.13887,0.00105,0.01498
2029,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Lead / Executive,0.64406,0.00364,0.00707,0.00343,100.34288,0.00204,0.02914
2030,United Arab Emirates,AE,Radiology & diagnostics,Healthcare,Lead / Executive,0.74334,0.0042,0.01008,0.00588,100.58754,0.00244,0.03495
2026,Australia,AU,Radiology & diagnostics,Healthcare,Lead / Executive,0.18674,0.00101,0.00108,0.00006,100.00632,0.00007,0.00104
2027,Australia,AU,Radiology & diagnostics,Healthcare,Lead / Executive,0.32645,0.00177,0.00216,0.00038,100.03835,0.00032,0.00458
2028,Australia,AU,Radiology & diagnostics,Healthcare,Lead / Executive,0.49683,0.0027,0.00399,0.00129,100.12884,0.0009,0.01293
2029,Australia,AU,Radiology & diagnostics,Healthcare,Lead / Executive,0.65308,0.00355,0.00653,0.00298,100.29787,0.00169,0.02415
2030,Australia,AU,Radiology & diagnostics,Healthcare,Lead / Executive,0.7631,0.00415,0.00922,0.00507,100.50715,0.00209,0.0299
2026,Germany,DE,Radiology & diagnostics,Healthcare,Lead / Executive,0.18062,0.00079,0.00101,0.00022,100.02224,0.00014,0.00197
2027,Germany,DE,Radiology & diagnostics,Healthcare,Lead / Executive,0.30566,0.00133,0.00191,0.00058,100.05812,0.00036,0.00512
2028,Germany,DE,Radiology & diagnostics,Healthcare,Lead / Executive,0.46101,0.00201,0.00339,0.00138,100.13815,0.0008,0.01143
2029,Germany,DE,Radiology & diagnostics,Healthcare,Lead / Executive,0.61255,0.00266,0.00543,0.00276,100.27632,0.00138,0.01974
2030,Germany,DE,Radiology & diagnostics,Healthcare,Lead / Executive,0.72923,0.00317,0.00768,0.00451,100.45086,0.00174,0.02493
2026,Japan,JP,Radiology & diagnostics,Healthcare,Lead / Executive,0.16856,0.00068,0.00082,0.00014,100.01427,0.00009,0.00133
2027,Japan,JP,Radiology & diagnostics,Healthcare,Lead / Executive,0.28811,0.00116,0.00157,0.0004,100.0405,0.00026,0.00375
2028,Japan,JP,Radiology & diagnostics,Healthcare,Lead / Executive,0.44,0.00178,0.0028,0.00103,100.10259,0.00062,0.00887
2029,Japan,JP,Radiology & diagnostics,Healthcare,Lead / Executive,0.59189,0.00239,0.00454,0.00215,100.2153,0.00113,0.0161
2030,Japan,JP,Radiology & diagnostics,Healthcare,Lead / Executive,0.71144,0.00287,0.00651,0.00364,100.36385,0.00148,0.02122
2026,India,IN,Radiology & diagnostics,Healthcare,Lead / Executive,0.12095,0.00079,0.00073,-0.00006,99.99392,-0.00001,-0.00012
2027,India,IN,Radiology & diagnostics,Healthcare,Lead / Executive,0.22322,0.00145,0.00151,0.00006,100.00575,0.00012,0.00169
2028,India,IN,Radiology & diagnostics,Healthcare,Lead / Executive,0.36,0.00234,0.00293,0.00059,100.05893,0.00053,0.0076
2029,India,IN,Radiology & diagnostics,Healthcare,Lead / Executive,0.49678,0.00323,0.00508,0.00185,100.18497,0.00126,0.01801
2030,India,IN,Radiology & diagnostics,Healthcare,Lead / Executive,0.59905,0.0039,0.00758,0.00368,100.36832,0.00183,0.02619
2026,France,FR,Radiology & diagnostics,Healthcare,Lead / Executive,0.16451,0.00074,0.00088,0.00014,100.01395,0.00009,0.0013
2027,France,FR,Radiology & diagnostics,Healthcare,Lead / Executive,0.2785,0.00125,0.00164,0.00039,100.03937,0.00025,0.00363
2028,France,FR,Radiology & diagnostics,Healthcare,Lead / Executive,0.42461,0.00191,0.0029,0.00099,100.09944,0.0006,0.00858
2029,France,FR,Radiology & diagnostics,Healthcare,Lead / Executive,0.57419,0.00258,0.00467,0.0021,100.20972,0.0011,0.01575
2030,France,FR,Radiology & diagnostics,Healthcare,Lead / Executive,0.69594,0.00312,0.00671,0.00359,100.35905,0.00149,0.02133
2026,Brazil,BR,Radiology & diagnostics,Healthcare,Lead / Executive,0.09137,0.00053,0.00049,-0.00003,99.99681,0,-0.00007
2027,Brazil,BR,Radiology & diagnostics,Healthcare,Lead / Executive,0.16352,0.00094,0.00095,0.00001,100.00084,0.00004,0.00058
2028,Brazil,BR,Radiology & diagnostics,Healthcare,Lead / Executive,0.26903,0.00155,0.00175,0.0002,100.02037,0.0002,0.00279
2029,Brazil,BR,Radiology & diagnostics,Healthcare,Lead / Executive,0.39586,0.00228,0.00302,0.00074,100.07407,0.00054,0.00767
2030,Brazil,BR,Radiology & diagnostics,Healthcare,Lead / Executive,0.51686,0.00298,0.00472,0.00174,100.17356,0.00099,0.01421
2026,Nigeria,NG,Radiology & diagnostics,Healthcare,Lead / Executive,0.0536,0.00038,0.00029,-0.00009,99.99052,-0.00004,-0.00056
2027,Nigeria,NG,Radiology & diagnostics,Healthcare,Lead / Executive,0.09502,0.00068,0.00053,-0.00014,99.98557,-0.00005,-0.00071
2028,Nigeria,NG,Radiology & diagnostics,Healthcare,Lead / Executive,0.1593,0.00113,0.00096,-0.00017,99.9828,-0.00003,-0.0004
2029,Nigeria,NG,Radiology & diagnostics,Healthcare,Lead / Executive,0.24627,0.00175,0.00166,-0.00009,99.99104,0.00008,0.00118
2030,Nigeria,NG,Radiology & diagnostics,Healthcare,Lead / Executive,0.34443,0.00245,0.00268,0.00023,100.02341,0.00032,0.00462
2026,United States,US,Teaching (K-12),Education,Entry,0.31272,0.0139,0.00037,-0.01354,98.64607,-0.00639,-0.01813
2027,United States,US,Teaching (K-12),Education,Entry,0.50443,0.02243,0.00073,-0.0217,97.83044,-0.00827,-0.0233
2028,United States,US,Teaching (K-12),Education,Entry,0.68352,0.03039,0.00129,-0.02911,97.08943,-0.00757,-0.02117
2029,United States,US,Teaching (K-12),Education,Entry,0.80581,0.03583,0.0019,-0.03393,96.60695,-0.00497,-0.01379
2030,United States,US,Teaching (K-12),Education,Entry,0.87252,0.03879,0.00238,-0.03641,96.3588,-0.00257,-0.00709
2026,Singapore,SG,Teaching (K-12),Education,Entry,0.2925,0.01346,0.0003,-0.01317,98.6833,-0.00664,-0.01885
2027,Singapore,SG,Teaching (K-12),Education,Entry,0.49636,0.02285,0.00064,-0.02221,97.77867,-0.00917,-0.02585
2028,Singapore,SG,Teaching (K-12),Education,Entry,0.69263,0.03188,0.00118,-0.0307,96.92981,-0.00868,-0.02425
2029,Singapore,SG,Teaching (K-12),Education,Entry,0.82532,0.03799,0.00182,-0.03617,96.38256,-0.00565,-0.01564
2030,Singapore,SG,Teaching (K-12),Education,Entry,0.89503,0.0412,0.00233,-0.03888,96.11248,-0.0028,-0.00772
2026,United Kingdom,UK,Teaching (K-12),Education,Entry,0.22387,0.00906,0.00022,-0.00884,99.11644,-0.00425,-0.01209
2027,United Kingdom,UK,Teaching (K-12),Education,Entry,0.38281,0.01549,0.00045,-0.01504,98.49576,-0.00626,-0.01773
2028,United Kingdom,UK,Teaching (K-12),Education,Entry,0.56215,0.02275,0.00082,-0.02193,97.80707,-0.00699,-0.01968
2029,United Kingdom,UK,Teaching (K-12),Education,Entry,0.71203,0.02881,0.0013,-0.02751,97.24877,-0.00571,-0.01595
2030,United Kingdom,UK,Teaching (K-12),Education,Entry,0.80894,0.03274,0.00177,-0.03097,96.90339,-0.00355,-0.00987
2026,Canada,CA,Teaching (K-12),Education,Entry,0.20074,0.00868,0.0002,-0.00849,99.15137,-0.00407,-0.01158
2027,Canada,CA,Teaching (K-12),Education,Entry,0.34658,0.01499,0.0004,-0.0146,98.54006,-0.00617,-0.01747
2028,Canada,CA,Teaching (K-12),Education,Entry,0.51964,0.02248,0.00072,-0.02176,97.82413,-0.00727,-0.02046
2029,Canada,CA,Teaching (K-12),Education,Entry,0.67388,0.02915,0.00117,-0.02799,97.20117,-0.00637,-0.0178
2030,Canada,CA,Teaching (K-12),Education,Entry,0.78002,0.03375,0.00162,-0.03212,96.78764,-0.00425,-0.01182
2026,United Arab Emirates,AE,Teaching (K-12),Education,Entry,0.17156,0.00708,0.00016,-0.00692,99.30826,-0.00357,-0.01018
2027,United Arab Emirates,AE,Teaching (K-12),Education,Entry,0.31516,0.01301,0.00035,-0.01266,98.7343,-0.00578,-0.0164
2028,United Arab Emirates,AE,Teaching (K-12),Education,Entry,0.49072,0.02025,0.00068,-0.01957,98.04338,-0.007,-0.01974
2029,United Arab Emirates,AE,Teaching (K-12),Education,Entry,0.64406,0.02658,0.00116,-0.02542,97.45836,-0.00597,-0.01671
2030,United Arab Emirates,AE,Teaching (K-12),Education,Entry,0.74334,0.03068,0.00166,-0.02902,97.0981,-0.0037,-0.01029
2026,Australia,AU,Teaching (K-12),Education,Entry,0.18674,0.00741,0.00018,-0.00723,99.27712,-0.0035,-0.00995
2027,Australia,AU,Teaching (K-12),Education,Entry,0.32645,0.01295,0.00035,-0.01259,98.74081,-0.0054,-0.01532
2028,Australia,AU,Teaching (K-12),Education,Entry,0.49683,0.0197,0.00066,-0.01905,98.09518,-0.00654,-0.01845
2029,Australia,AU,Teaching (K-12),Education,Entry,0.65308,0.0259,0.00107,-0.02483,97.51723,-0.00589,-0.01651
2030,Australia,AU,Teaching (K-12),Education,Entry,0.7631,0.03026,0.00152,-0.02875,97.12514,-0.00402,-0.0112
2026,Germany,DE,Teaching (K-12),Education,Entry,0.18062,0.00573,0.00017,-0.00557,99.44317,-0.00254,-0.00725
2027,Germany,DE,Teaching (K-12),Education,Entry,0.30566,0.0097,0.00031,-0.00939,99.06104,-0.00384,-0.01092
2028,Germany,DE,Teaching (K-12),Education,Entry,0.46101,0.01464,0.00056,-0.01408,98.59212,-0.00473,-0.0134
2029,Germany,DE,Teaching (K-12),Education,Entry,0.61255,0.01945,0.00089,-0.01855,98.14459,-0.00454,-0.01279
2030,Germany,DE,Teaching (K-12),Education,Entry,0.72923,0.02315,0.00126,-0.02189,97.81122,-0.0034,-0.00952
2026,Japan,JP,Teaching (K-12),Education,Entry,0.16856,0.00496,0.00014,-0.00483,99.51707,-0.00222,-0.00634
2027,Japan,JP,Teaching (K-12),Education,Entry,0.28811,0.00849,0.00026,-0.00823,99.17722,-0.00342,-0.00971
2028,Japan,JP,Teaching (K-12),Education,Entry,0.44,0.01296,0.00046,-0.0125,98.75013,-0.00431,-0.0122
2029,Japan,JP,Teaching (K-12),Education,Entry,0.59189,0.01743,0.00075,-0.01669,98.33136,-0.00424,-0.01196
2030,Japan,JP,Teaching (K-12),Education,Entry,0.71144,0.02095,0.00107,-0.01988,98.01162,-0.00325,-0.00914
2026,India,IN,Teaching (K-12),Education,Entry,0.12095,0.00574,0.00012,-0.00562,99.43795,-0.00284,-0.0081
2027,India,IN,Teaching (K-12),Education,Entry,0.22322,0.01059,0.00025,-0.01035,98.96547,-0.00475,-0.0135
2028,India,IN,Teaching (K-12),Education,Entry,0.36,0.01708,0.00048,-0.0166,98.33971,-0.00632,-0.01788
2029,India,IN,Teaching (K-12),Education,Entry,0.49678,0.02358,0.00084,-0.02274,97.72592,-0.00624,-0.01754
2030,India,IN,Teaching (K-12),Education,Entry,0.59905,0.02843,0.00125,-0.02718,97.28164,-0.00455,-0.01269
2026,France,FR,Teaching (K-12),Education,Entry,0.16451,0.00539,0.00014,-0.00524,99.47559,-0.00237,-0.00676
2027,France,FR,Teaching (K-12),Education,Entry,0.2785,0.00912,0.00027,-0.00885,99.11481,-0.00363,-0.01031
2028,France,FR,Teaching (K-12),Education,Entry,0.42461,0.01391,0.00048,-0.01343,98.65691,-0.00462,-0.01308
2029,France,FR,Teaching (K-12),Education,Entry,0.57419,0.01881,0.00077,-0.01804,98.19612,-0.00467,-0.01317
2030,France,FR,Teaching (K-12),Education,Entry,0.69594,0.02279,0.0011,-0.02169,97.83087,-0.00372,-0.01044
2026,Brazil,BR,Teaching (K-12),Education,Entry,0.09137,0.00384,0.00008,-0.00376,99.62373,-0.00177,-0.00505
2027,Brazil,BR,Teaching (K-12),Education,Entry,0.16352,0.00688,0.00016,-0.00672,99.32766,-0.00297,-0.00846
2028,Brazil,BR,Teaching (K-12),Education,Entry,0.26903,0.01132,0.00029,-0.01103,98.89698,-0.00434,-0.01231
2029,Brazil,BR,Teaching (K-12),Education,Entry,0.39586,0.01665,0.0005,-0.01616,98.38421,-0.00518,-0.01465
2030,Brazil,BR,Teaching (K-12),Education,Entry,0.51686,0.02175,0.00078,-0.02097,97.90293,-0.00489,-0.01375
2026,Nigeria,NG,Teaching (K-12),Education,Entry,0.0536,0.00278,0.00005,-0.00274,99.72645,-0.00125,-0.00355
2027,Nigeria,NG,Teaching (K-12),Education,Entry,0.09502,0.00493,0.00009,-0.00485,99.51541,-0.00212,-0.00603
2028,Nigeria,NG,Teaching (K-12),Education,Entry,0.1593,0.00827,0.00016,-0.00811,99.18876,-0.00328,-0.00933
2029,Nigeria,NG,Teaching (K-12),Education,Entry,0.24627,0.01279,0.00027,-0.01251,98.74878,-0.00444,-0.01257
2030,Nigeria,NG,Teaching (K-12),Education,Entry,0.34443,0.01788,0.00044,-0.01744,98.25596,-0.00499,-0.01408
2026,United States,US,Teaching (K-12),Education,Junior,0.31272,0.00735,0.00055,-0.0068,99.31958,-0.00318,-0.01319
2027,United States,US,Teaching (K-12),Education,Junior,0.50443,0.01186,0.0011,-0.01076,98.92405,-0.00398,-0.01648
2028,United States,US,Teaching (K-12),Education,Junior,0.68352,0.01607,0.00193,-0.01414,98.58608,-0.00342,-0.01408
2029,United States,US,Teaching (K-12),Education,Junior,0.80581,0.01895,0.00285,-0.01609,98.3906,-0.00198,-0.00814
2030,United States,US,Teaching (K-12),Education,Junior,0.87252,0.02052,0.00358,-0.01693,98.30665,-0.00085,-0.0035
2026,Singapore,SG,Teaching (K-12),Education,Junior,0.2925,0.00712,0.00045,-0.00667,99.33267,-0.00334,-0.01385
2027,Singapore,SG,Teaching (K-12),Education,Junior,0.49636,0.01208,0.00096,-0.01113,98.88723,-0.00448,-0.01856
2028,Singapore,SG,Teaching (K-12),Education,Junior,0.69263,0.01686,0.00178,-0.01508,98.4916,-0.004,-0.01648
2029,Singapore,SG,Teaching (K-12),Education,Junior,0.82532,0.02009,0.00273,-0.01736,98.26413,-0.00231,-0.00948
2030,Singapore,SG,Teaching (K-12),Education,Junior,0.89503,0.02179,0.0035,-0.01829,98.17084,-0.00095,-0.00389
2026,United Kingdom,UK,Teaching (K-12),Education,Junior,0.22387,0.00479,0.00034,-0.00445,99.55459,-0.00213,-0.00885
2027,United Kingdom,UK,Teaching (K-12),Education,Junior,0.38281,0.00819,0.00068,-0.00752,99.24832,-0.00308,-0.01276
2028,United Kingdom,UK,Teaching (K-12),Education,Junior,0.56215,0.01203,0.00123,-0.0108,98.92024,-0.00331,-0.01367
2029,United Kingdom,UK,Teaching (K-12),Education,Junior,0.71203,0.01524,0.00196,-0.01328,98.67202,-0.00251,-0.01034
2030,United Kingdom,UK,Teaching (K-12),Education,Junior,0.80894,0.01731,0.00266,-0.01465,98.535,-0.00139,-0.00571
2026,Canada,CA,Teaching (K-12),Education,Junior,0.20074,0.00459,0.0003,-0.00429,99.57057,-0.00205,-0.00851
2027,Canada,CA,Teaching (K-12),Education,Junior,0.34658,0.00793,0.00059,-0.00734,99.26644,-0.00305,-0.01267
2028,Canada,CA,Teaching (K-12),Education,Junior,0.51964,0.01189,0.00109,-0.0108,98.91979,-0.00349,-0.01444
2029,Canada,CA,Teaching (K-12),Education,Junior,0.67388,0.01542,0.00175,-0.01366,98.63359,-0.00289,-0.01192
2030,Canada,CA,Teaching (K-12),Education,Junior,0.78002,0.01785,0.00244,-0.01541,98.45943,-0.00177,-0.00726
2026,United Arab Emirates,AE,Teaching (K-12),Education,Junior,0.17156,0.00374,0.00024,-0.0035,99.65002,-0.0018,-0.00748
2027,United Arab Emirates,AE,Teaching (K-12),Education,Junior,0.31516,0.00688,0.00052,-0.00635,99.36465,-0.00286,-0.01189
2028,United Arab Emirates,AE,Teaching (K-12),Education,Junior,0.49072,0.01071,0.00103,-0.00968,99.03198,-0.00335,-0.01386
2029,United Arab Emirates,AE,Teaching (K-12),Education,Junior,0.64406,0.01406,0.00175,-0.01231,98.7692,-0.00265,-0.01095
2030,United Arab Emirates,AE,Teaching (K-12),Education,Junior,0.74334,0.01622,0.00249,-0.01373,98.62689,-0.00144,-0.00593
2026,Australia,AU,Teaching (K-12),Education,Junior,0.18674,0.00392,0.00027,-0.00365,99.63499,-0.00176,-0.0073
2027,Australia,AU,Teaching (K-12),Education,Junior,0.32645,0.00685,0.00053,-0.00631,99.36866,-0.00267,-0.0111
2028,Australia,AU,Teaching (K-12),Education,Junior,0.49683,0.01042,0.00099,-0.00943,99.05657,-0.00314,-0.013
2029,Australia,AU,Teaching (K-12),Education,Junior,0.65308,0.0137,0.00161,-0.01208,98.79163,-0.00267,-0.01104
2030,Australia,AU,Teaching (K-12),Education,Junior,0.7631,0.016,0.00228,-0.01373,98.6274,-0.00166,-0.00684
2026,Germany,DE,Teaching (K-12),Education,Junior,0.18062,0.00303,0.00025,-0.00278,99.72168,-0.00126,-0.00526
2027,Germany,DE,Teaching (K-12),Education,Junior,0.30566,0.00513,0.00047,-0.00466,99.53406,-0.00188,-0.00782
2028,Germany,DE,Teaching (K-12),Education,Junior,0.46101,0.00774,0.00084,-0.0069,99.30973,-0.00225,-0.00935
2029,Germany,DE,Teaching (K-12),Education,Junior,0.61255,0.01028,0.00134,-0.00894,99.10577,-0.00205,-0.0085
2030,Germany,DE,Teaching (K-12),Education,Junior,0.72923,0.01224,0.0019,-0.01034,98.96558,-0.00141,-0.00584
2026,Japan,JP,Teaching (K-12),Education,Junior,0.16856,0.00263,0.0002,-0.00242,99.7578,-0.00111,-0.00462
2027,Japan,JP,Teaching (K-12),Education,Junior,0.28811,0.00449,0.00039,-0.0041,99.59,-0.00168,-0.00699
2028,Japan,JP,Teaching (K-12),Education,Junior,0.44,0.00685,0.00069,-0.00616,99.38392,-0.00207,-0.00859
2029,Japan,JP,Teaching (K-12),Education,Junior,0.59189,0.00922,0.00112,-0.0081,99.19034,-0.00195,-0.00807
2030,Japan,JP,Teaching (K-12),Education,Junior,0.71144,0.01108,0.00161,-0.00947,99.05279,-0.00139,-0.00573
2026,India,IN,Teaching (K-12),Education,Junior,0.12095,0.00304,0.00018,-0.00286,99.71439,-0.00144,-0.00598
2027,India,IN,Teaching (K-12),Education,Junior,0.22322,0.0056,0.00037,-0.00523,99.47708,-0.00238,-0.00989
2028,India,IN,Teaching (K-12),Education,Junior,0.36,0.00904,0.00072,-0.00831,99.16893,-0.0031,-0.01284
2029,India,IN,Teaching (K-12),Education,Junior,0.49678,0.01247,0.00126,-0.01121,98.87879,-0.00293,-0.01209
2030,India,IN,Teaching (K-12),Education,Junior,0.59905,0.01503,0.00187,-0.01316,98.68388,-0.00197,-0.00812
2026,France,FR,Teaching (K-12),Education,Junior,0.16451,0.00285,0.00022,-0.00263,99.73674,-0.00118,-0.00493
2027,France,FR,Teaching (K-12),Education,Junior,0.2785,0.00482,0.00041,-0.00442,99.55822,-0.00179,-0.00744
2028,France,FR,Teaching (K-12),Education,Junior,0.42461,0.00735,0.00072,-0.00664,99.33619,-0.00223,-0.00925
2029,France,FR,Teaching (K-12),Education,Junior,0.57419,0.00995,0.00116,-0.00879,99.12095,-0.00217,-0.00897
2030,France,FR,Teaching (K-12),Education,Junior,0.69594,0.01206,0.00166,-0.0104,98.96048,-0.00162,-0.00669
2026,Brazil,BR,Teaching (K-12),Education,Junior,0.09137,0.00203,0.00012,-0.00191,99.80894,-0.0009,-0.00373
2027,Brazil,BR,Teaching (K-12),Education,Junior,0.16352,0.00364,0.00024,-0.0034,99.65968,-0.0015,-0.00622
2028,Brazil,BR,Teaching (K-12),Education,Junior,0.26903,0.00599,0.00043,-0.00555,99.4448,-0.00216,-0.00895
2029,Brazil,BR,Teaching (K-12),Education,Junior,0.39586,0.00881,0.00075,-0.00806,99.19395,-0.00252,-0.01045
2030,Brazil,BR,Teaching (K-12),Education,Junior,0.51686,0.0115,0.00117,-0.01033,98.96655,-0.00229,-0.00947
2026,Nigeria,NG,Teaching (K-12),Education,Junior,0.0536,0.00147,0.00007,-0.0014,99.85993,-0.00064,-0.00265
2027,Nigeria,NG,Teaching (K-12),Education,Junior,0.09502,0.00261,0.00013,-0.00248,99.75225,-0.00108,-0.00449
2028,Nigeria,NG,Teaching (K-12),Education,Junior,0.1593,0.00437,0.00024,-0.00414,99.58639,-0.00166,-0.00691
2029,Nigeria,NG,Teaching (K-12),Education,Junior,0.24627,0.00676,0.00041,-0.00635,99.36494,-0.00222,-0.00923
2030,Nigeria,NG,Teaching (K-12),Education,Junior,0.34443,0.00946,0.00066,-0.00879,99.1207,-0.00246,-0.01018
2026,United States,US,Teaching (K-12),Education,Mid,0.31272,0.00281,0.00063,-0.00218,99.78198,-0.00098,-0.00614
2027,United States,US,Teaching (K-12),Education,Mid,0.50443,0.00453,0.00126,-0.00327,99.67301,-0.00109,-0.00681
2028,United States,US,Teaching (K-12),Education,Mid,0.68352,0.00614,0.00221,-0.00393,99.60724,-0.00066,-0.00411
2029,United States,US,Teaching (K-12),Education,Mid,0.80581,0.00723,0.00326,-0.00397,99.60266,-0.00005,-0.00029
2030,United States,US,Teaching (K-12),Education,Mid,0.87252,0.00783,0.00409,-0.00374,99.6261,0.00024,0.00147
2026,Singapore,SG,Teaching (K-12),Education,Mid,0.2925,0.00272,0.00051,-0.00221,99.77924,-0.00108,-0.00673
2027,Singapore,SG,Teaching (K-12),Education,Mid,0.49636,0.00461,0.00109,-0.00352,99.64787,-0.00132,-0.00821
2028,Singapore,SG,Teaching (K-12),Education,Mid,0.69263,0.00644,0.00203,-0.00441,99.55936,-0.00089,-0.00553
2029,Singapore,SG,Teaching (K-12),Education,Mid,0.82532,0.00767,0.00312,-0.00455,99.54521,-0.00014,-0.00088
2030,Singapore,SG,Teaching (K-12),Education,Mid,0.89503,0.00832,0.004,-0.00432,99.56775,0.00023,0.00141
2026,United Kingdom,UK,Teaching (K-12),Education,Mid,0.22387,0.00183,0.00039,-0.00144,99.85559,-0.00068,-0.00422
2027,United Kingdom,UK,Teaching (K-12),Education,Mid,0.38281,0.00313,0.00077,-0.00236,99.76444,-0.00091,-0.0057
2028,United Kingdom,UK,Teaching (K-12),Education,Mid,0.56215,0.00459,0.00141,-0.00318,99.68158,-0.00083,-0.00518
2029,United Kingdom,UK,Teaching (K-12),Education,Mid,0.71203,0.00582,0.00224,-0.00358,99.64202,-0.0004,-0.00247
2030,United Kingdom,UK,Teaching (K-12),Education,Mid,0.80894,0.00661,0.00304,-0.00357,99.64327,0.00001,0.00008
2026,Canada,CA,Teaching (K-12),Education,Mid,0.20074,0.00175,0.00034,-0.00141,99.85877,-0.00066,-0.00414
2027,Canada,CA,Teaching (K-12),Education,Mid,0.34658,0.00303,0.00068,-0.00235,99.76513,-0.00094,-0.00585
2028,Canada,CA,Teaching (K-12),Education,Mid,0.51964,0.00454,0.00124,-0.0033,99.67029,-0.00095,-0.00593
2029,Canada,CA,Teaching (K-12),Education,Mid,0.67388,0.00589,0.002,-0.00388,99.6118,-0.00059,-0.00366
